collected_at_jst,published_at,region,country,topic,article_frame,innovation_policy,policy_area,policy_relevance,source_type,source,title,title_ja,summary,summary_ja,url,canonical_id,first_seen,status,notes,scope_review_version,scope_reason,scope_content_type,scope_focus,scope_evidence,academic_kind,academic_review_version,review_status,venue,doi,citation_count,discovery_method,collection_mode
2026-07-26T21:02:36+09:00,2026-07-22T00:00:00Z,Global,Global,Quantum,Technology Innovation,False,,0,Scientific Publication,Nature,Imaging of nanoscale polar textures in quantum paraelectric SrTiO<sub>3</sub>,量子パラエレクトリックSrTiO3におけるナノスケール極性テクスチャのイメージング,"Nature, Published online: 22 July 2026; doi:10.1038/s41586-026-10823-x Cryo-STEM reveals that SrTiO3 forms periodic polar nanodomains below 105 K, but these fragment below 40 K, linking quantum paraelectricity to nanoscale polar ordering and disordering.",Cryo-STEMを用いて、SrTiO3が105K以下で周期的な極性ナノドメインを形成することが明らかになった。,https://www.nature.com/articles/s41586-026-10823-x,f12f62aebb861877dd7a5cbf,2026-07-22T09:00:00+09:00,New,,tech-innovation-v5,新しい研究成果を扱っているが、政策に関する情報はないため。,research_breakthrough,量子パラエレクトリックSrTiO3のナノスケール極性テクスチャのイメージング,Cryo-STEMによりSrTiO3が極性ナノドメインを形成することが示された。,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:02:36+09:00,2026-07-22T00:00:00Z,Global,Global,Biotechnology,Technology Innovation,False,,0,Scientific Publication,Nature,Brown bullhead catfish melanoma represents a novel transmissible cancer,ブラウンブルヘッドキャットフィッシュのメラノーマは新しい伝染性がんを示す,"Nature, Published online: 22 July 2026; doi:10.1038/s41586-026-10828-6 Whole-genome sequencing analysis of tumour and matched non-tumour host tissues of the brown bullhead catfish reveals a type of naturally occurring transmissible cancer.",ブラウンブルヘッドキャットフィッシュの腫瘍と非腫瘍組織の全ゲノム配列解析により、自然に発生する伝染性がんの一種が明らかになった。,https://www.nature.com/articles/s41586-026-10828-6,3c774b8bd5e287725e43b3b5,2026-07-22T09:00:00+09:00,New,,tech-innovation-v5,新しい研究成果を扱っているが、政策に関する情報はないため。,research_breakthrough,トランスミッシブルがんの発見,ブラウンブルヘッドキャットフィッシュの腫瘍に関する全ゲノム解析が行われた。,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:02:36+09:00,2026-07-22T00:00:00Z,Global,Global,Artificial Intelligence,Technology Innovation,False,,0,Scientific Publication,Nature,How to use AI to make a graphical abstract in minutes,AIを使って数分でグラフィカルアブストラクトを作成する方法,"Nature, Published online: 22 July 2026; doi:10.1038/d41586-026-02072-9 Artificial intelligence is a democratizing force for those without graphic-design experience, as long as it is used conscientiously.",人工知能は、グラフィックデザインの経験がない人々にとって民主化の力となる。,https://www.nature.com/articles/d41586-026-02072-9,b2a4fe860295587fbfbde689,2026-07-22T09:00:00+09:00,New,,tech-innovation-v5,新しい研究成果を扱っているが、政策に関する情報はないため。,research_breakthrough,AIを用いたグラフィカルアブストラクトの作成,AIがグラフィックデザインの経験がない人々にとって民主化の力となることが述べられている。,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:02:36+09:00,2026-07-22T00:00:00Z,Global,Global,Artificial Intelligence,Technology Innovation,False,,0,Scientific Publication,Nature,‘Good design takes mastery’: scientific illustrators sketch out AI’s future,「良いデザインには熟練が必要」：科学的イラストレーターがAIの未来を描く,"Nature, Published online: 22 July 2026; doi:10.1038/d41586-026-02230-z Nature talks to five artists about their approaches to communicating science visually.",Natureが5人のアーティストに科学を視覚的に伝えるアプローチについてインタビューした。,https://www.nature.com/articles/d41586-026-02230-z,108461ddd7bd10edd9652aef,2026-07-22T09:00:00+09:00,New,,tech-innovation-v5,新しい研究成果を扱っているが、政策に関する情報はないため。,research_breakthrough,科学的イラストレーションにおけるAIの未来,科学を視覚的に伝えるアプローチについてのインタビューが行われている。,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:02:36+09:00,2026-07-22T00:00:00Z,Global,Global,Biotechnology | Artificial Intelligence,Technology Innovation,False,,0,Scientific Publication,Nature,AI identifies interactions in CRISPR complexes to improve specificity of DNA editing,AIがCRISPR複合体の相互作用を特定し、DNA編集の特異性を向上させる,"Nature, Published online: 22 July 2026; doi:10.1038/d41586-026-02042-1 AlphaFold3 predictions of the molecular contacts made by a genome-editing enzyme have been used to improve the enzyme’s selectivity for target DNA sequences.",AlphaFold3による分子接触の予測が、DNAターゲット配列に対する酵素の選択性を改善するために使用された。,https://www.nature.com/articles/d41586-026-02042-1,ab4fcaf4ee310e08612eba0d,2026-07-22T09:00:00+09:00,New,,tech-innovation-v5,新しい研究成果を扱っているが、政策に関する情報はないため。,research_breakthrough,CRISPR複合体における相互作用の特定,AIを用いてDNA編集酵素の選択性を改善するための分子接触の予測が行われた。,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:02:36+09:00,2026-07-22T00:00:00Z,Global,Global,Biotechnology,Technology Innovation,False,,0,Scientific Publication,Nature,Background genetics and new mutations interact to direct cancer evolution,背景遺伝子と新しい変異ががん進化を導く,"Nature, Published online: 22 July 2026; doi:10.1038/d41586-026-02155-7 Rerunning tumour evolution in mice shows how cancer develops after DNA damage and reveals that background genetics and acquired mutations interact to shape genome stability and selection. This provides experimental evidence that genetic ancestry has an important role in setting the trajectory of cancer evolution.",マウスでの腫瘍進化の再実行により、DNA損傷後のがんの発展が示された。,https://www.nature.com/articles/d41586-026-02155-7,74243d6e7e201860f4f79008,2026-07-22T09:00:00+09:00,New,,tech-innovation-v5,新しい研究成果を扱っているが、政策に関する情報はないため。,research_breakthrough,がん進化における背景遺伝子と新しい変異の相互作用,マウスでの腫瘍進化の再実行により、がんの発展が明らかになった。,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:02:36+09:00,2026-07-22T00:00:00Z,Global,Global,Artificial Intelligence,Technology Innovation,False,,0,Scientific Publication,Nature,Three tips to avoid AI image mistakes in science,科学におけるAI画像のミスを避けるための3つのヒント,"Nature, Published online: 22 July 2026; doi:10.1038/d41586-026-02233-w Artificial-intelligence tools can be useful for brainstorming and creating graphics, but they can introduce errors. If you’re going to use them, here’s how to avoid problems.",AIツールはグラフィック作成に役立つが、エラーを引き起こす可能性がある。,https://www.nature.com/articles/d41586-026-02233-w,3333c16762502cf03b987a99,2026-07-22T09:00:00+09:00,New,,tech-innovation-v5,新しい研究成果を扱っているが、政策に関する情報はないため。,research_breakthrough,科学におけるAI画像のミスを避けるためのヒント,AIツールの使用に関する注意点が述べられている。,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:02:36+09:00,2026-07-22T00:00:00Z,Global,Global,Artificial Intelligence,Technology Innovation,False,,0,Scientific Publication,Nature,Daily briefing: Can the world finally eradicate polio?,日々のブリーフィング：世界はついにポリオを根絶できるか？,"Nature, Published online: 22 July 2026; doi:10.1038/d41586-026-02302-0 Some researchers think the current eradication strategy is outdated. Plus, goats hurt their brains when they butt heads and what scientist will never hand over to AI.",一部の研究者は、現在の根絶戦略が時代遅れであると考えている。,https://www.nature.com/articles/d41586-026-02302-0,a6bb3e839151ea803a445830,2026-07-22T09:00:00+09:00,New,,tech-innovation-v5,新しい研究成果を扱っているが、政策に関する情報はないため。,research_breakthrough,ポリオ根絶に関する研究,現在の根絶戦略が時代遅れであるとの見解が示されている。,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:02:36+09:00,2026-07-21T22:35:45Z,Global,United States,Artificial Intelligence,Technology Innovation,False,,0,Official Company,NVIDIA Blog,Built in Fort Worth: Wistron Opens Advanced Manufacturing Plant to Produce NVIDIA AI Systems,フォートワースにて：WistronがNVIDIA AIシステムを生産するための先進的製造工場を開設,"The AI era runs on AI infrastructure. Many of these advanced systems are built and tested in Texas. Wistron opened its first U.S. manufacturing facility today in Fort Worth — a 324,000-square-foot greenfield plant producing superchips at the heart of some of the world’s most capable AI systems. In front of an audience of Wistron […]","Wistronがテキサス州フォートワースに324,000平方フィートの製造施設を開設し、AIシステムのためのスーパーチップを生産する。",https://blogs.nvidia.com/blog/wistron-manufacturing-texas/,21f1e1f3e19b1a5bf0af3cb7,2026-07-22T07:35:45+09:00,New,,tech-innovation-v5,新しい製造施設の開設を扱っているが、政策に関する情報はないため。,technology_implementation,NVIDIA AIシステムの製造,Wistronが米国でAIシステムを生産するための製造施設を開設した。,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:02:36+09:00,2026-07-21T19:44:19Z,Global,Global,,Innovation Policy,True,Standards & Safety,3,Industry Association,Fusion Industry Association,FIA and Clean Air Task Force Publish Principles on Codes and Standards,FIAとクリーンエアタスクフォースが核融合の基準に関する原則を発表,"In partnership with the Clean Air Task Force, the Fusion Industry Association published a one-pager outlining its principles for fusion codes and standards. As fusion moves towards deployment, it is critical that codes and standards ensure safe deployment while enabling innovation. The post FIA and Clean Air Task Force Publish Principles on Codes and Standards appeared first on Fusion Industry Association .",FIAはクリーンエアタスクフォースと協力し、核融合のコードと基準に関する原則をまとめた文書を発表しました。核融合の展開に向けて、安全性を確保しつつ革新を促進するための基準が重要です。,https://www.fusionindustryassociation.org/fia-and-clean-air-task-force-publish-principles-on-codes-and-standards/?utm_source=rss&utm_medium=rss&utm_campaign=fia-and-clean-air-task-force-publish-principles-on-codes-and-standards,2366dc909672b56b77a196bd,2026-07-22T04:44:19+09:00,Excluded,,tech-innovation-v5,具体的な技術や研究開発の内容が確認できないため,none,核融合のコードと基準に関する原則,核融合のコードと基準に関する原則が発表されたが、具体的な技術内容が不明,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:02:36+09:00,2026-07-21T19:38:58Z,United States,United States,Artificial Intelligence,Technology Innovation,False,,0,Major Media,The New York Times Technology,Google Releases Three New Gemini A.I. Models,,"The models include one that is the company’s most powerful and another that is fine-tuned for cybersecurity, as Google competes with rivals like OpenAI and Anthropic.",,https://www.nytimes.com/2026/07/21/technology/google-ai-cybersecurity-gemini.html,c39235ee050423af3982257b,2026-07-22T04:38:58+09:00,Excluded,,tech-innovation-v5,新しいAIモデルの発表に関する記事で、具体的な政策や技術革新を扱っていないため,none,,,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:02:36+09:00,2026-07-21T17:41:11Z,Global,United States,Artificial Intelligence,Technology Innovation,False,,0,Major Media,IEEE Spectrum,Why AI Needs a “Genie Coefficient”,,"Major benchmarks measure what AI can do. None measure whether it does what you mean: the distance between what you ask an AI to do and the unspoken assumptions about how you want the AI to do it. We propose a new metric: the Genie coefficient. There’s often a gap between one person’s request and another’s understanding. Most of the time, we bridge it using general knowledge. For example, if you ask a friend to get you coffee, they’ll pour a cup from the pot or buy one from a coffee shop. They won’t bring you a bag of raw beans or snatch a cup from a stranger and hand it to you. You never specified any of this. You never had to. One might think the fix is just to specify tasks, questions, an…",,https://spectrum.ieee.org/ai-agent-benchmark,33c811672861d3426d7758b5,2026-07-22T02:41:11+09:00,Excluded,,tech-innovation-v5,AIの新しいメトリック提案に関する記事で、具体的な技術革新や政策を扱っていないため,none,,,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:02:36+09:00,2026-07-21T17:00:00Z,Global,United States,Artificial Intelligence,Innovation Policy,True,National Programs & Strategy,2,Official Company,OpenAI News,Introducing the ChatGPT for small business program,OpenAIが中小企業向けChatGPTプログラムを発表,"OpenAI launches the ChatGPT for Small Businesses program, helping entrepreneurs build AI skills, automate work, and grow with ChatGPT Work.",OpenAIは、中小企業がAIスキルを構築し、業務を自動化し、ChatGPTを活用して成長するためのプログラムを開始しました。,https://openai.com/index/introducing-chatgpt-small-business-program,3064e426d18ccd85acab9b00,2026-07-22T02:00:00+09:00,Excluded,,tech-innovation-v5,具体的な技術や政策内容が確認できないため,none,,,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:02:36+09:00,2026-07-21T16:21:55Z,United States,United States,,Innovation Policy,True,National Programs & Strategy,3,Government,National Science Foundation News,Podcast: New treatment to fight deadliest cancer,,U.S. National Science Foundation-supported professor Neil Forbes discusses how the bacteria salmonella can be modified for treatment against some of the deadliest cancers...,,https://www.nsf.gov/news/podcast-new-treatment-fight-deadliest-cancer,9ed7ad33c2ee6b53ff89b602,2026-07-22T01:21:55+09:00,Excluded,,tech-innovation-v5,新しい治療法に関するポッドキャストで、具体的な政策や技術革新を扱っていないため,none,,,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:02:36+09:00,2026-07-21T15:36:43Z,Global,United States,Artificial Intelligence | Semiconductors & Telecom,Technology Innovation,False,,0,Official Company,NVIDIA Blog,"NVIDIA Vera Rubin Driving Performance Per Watt, Lowest Token Cost for Partners Worldwide",,"NVIDIA Vera Rubin is here, and it’s going gigascale. Vera Rubin NVL72 production is ramping up with racks running at partners CoreWeave, Google Cloud, Microsoft Azure and Oracle Cloud Infrastructure. Spanning 350+ factory sites in 30 countries, Vera Rubin has the largest, most mature rack-scale supply chain ever assembled to meet customer compute demand. The […]",,https://blogs.nvidia.com/blog/vera-rubin/,ffef75ffd9647e2c722b429e,2026-07-22T00:36:43+09:00,Excluded,,tech-innovation-v5,NVIDIAの新製品に関する記事で、具体的な政策や技術革新を扱っていないため,none,,,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:02:36+09:00,2026-07-21T15:06:49Z,EU & Europe,United Kingdom,,Innovation Policy,True,National Programs & Strategy,3,Government,UK DSIT,"Transparency data: DSIT: workforce management information, June 2026",,Reports on departmental staff numbers and costs.,,https://www.gov.uk/government/publications/dsit-workforce-management-information-june-2026,68c02c5c6a2ee3c9c91fc7f1,2026-07-22T00:06:49+09:00,Excluded,,tech-innovation-v5,部門のスタッフ数に関する報告で、具体的な政策や技術革新を扱っていないため,none,,,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:02:36+09:00,2026-07-21T15:06:31Z,EU & Europe,United Kingdom,,Innovation Policy,True,R&D Funding & Tax Incentives | National Programs & Strategy,5,Government,UK DSIT,Guidance: TechFirst Local,,Details of the TechFirst local grant funding programme to boost digital skills and support people into tech jobs.,,https://www.gov.uk/government/publications/techlocal,88893e13a25a6efc42ed57ea,2026-07-22T00:06:31+09:00,Excluded,,tech-innovation-v5,具体的な技術や政策内容が確認できないため,none,,,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:02:36+09:00,2026-07-21T15:05:29Z,EU & Europe,United Kingdom,,Innovation Policy,True,National Programs & Strategy,3,Government,UK DSIT,TechFirst PhD Support,,"Part of TechFirst, the government’s flagship skills programme opening pathways into the UK’s fast-growing tech sector.",,https://www.gov.uk/guidance/techexpert,406416679082f87595cbd50b,2026-07-22T00:05:29+09:00,Excluded,,tech-innovation-v5,政府のスキルプログラムに関する記事で、具体的な政策や技術革新を扱っていないため,none,,,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:02:36+09:00,2026-07-21T15:05:21Z,EU & Europe,United Kingdom,,Innovation Policy,True,National Programs & Strategy,3,Government,UK DSIT,TechFirst,,"TechFirst is the government’s flagship tech skills programme opening pathways into the UK’s fast-growing tech sector, providing opportunities across all parts of the UK.",,https://www.gov.uk/guidance/techfirst,4ae9e496e9b66c66de074041,2026-07-22T00:05:21+09:00,Excluded,,tech-innovation-v5,政府のスキルプログラムに関する記事で、具体的な政策や技術革新を扱っていないため,none,,,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:02:36+09:00,2026-07-21T15:05:11Z,EU & Europe,United Kingdom,Semiconductors & Telecom,Innovation Policy,True,National Programs & Strategy,3,Government,UK DSIT,Policy paper: Fixed Telecoms Modernisation Charter,固定通信近代化憲章に関する政策文書,This document sets out the steps that telecoms providers should follow when carrying out any current and future fixed telecoms modernisations.,通信事業者が現在および将来の固定通信近代化を実施する際に従うべき手順を示した文書。,https://www.gov.uk/government/publications/fixed-telecoms-modernisation-charter,d5e4431b57fcb4b6271f6c72,2026-07-22T00:05:11+09:00,New,,tech-innovation-v5,固定通信の近代化に関する具体的な政策手順が示されているため,technology_policy,固定通信の近代化手順,通信事業者が従うべき手順が記載されている,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:02:36+09:00,2026-07-21T15:05:07Z,EU & Europe,United Kingdom,Semiconductors & Telecom,Innovation Policy,True,National Programs & Strategy,3,Government,UK DSIT,Policy paper: Telecoms Modernisation: Critical National Infrastructure Charter,通信近代化：重要国家インフラ憲章に関する政策文書,This document sets out telecoms companies’ approach to protect CNI during telecoms modernisations.,通信事業者が通信近代化中に重要国家インフラを保護するためのアプローチを示した文書。,https://www.gov.uk/government/publications/telecoms-modernisation-critical-national-infrastructure-charter,aafa3a246656ccda64dd93c4,2026-07-22T00:05:07+09:00,New,,tech-innovation-v5,通信近代化における重要な国家インフラの保護に関する具体的な方針が示されているため,technology_policy,重要国家インフラの保護方針,通信近代化中の重要国家インフラの保護に関するアプローチが記載されている,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:02:36+09:00,2026-07-21T15:00:20Z,Global,United States,Artificial Intelligence,Technology Innovation,False,,0,Official Company,NVIDIA Blog,"Built for Vera Rubin, NVIDIA Spectrum-6 Arrives in Gigascale AI Factories",Vera Rubin向けに構築されたNVIDIA Spectrum-6がギガスケールAIファクトリーに登場,"AI has entered the gigascale era. The world’s most advanced AI factories are bringing together hundreds of thousands of GPUs and CPUs to train frontier models, power agentic AI and generate intelligence at unprecedented scale. At this level, networking becomes a critical computing power multiplier in driving token generation. Marking a networking milestone, NVIDIA Spectrum-6 […]",NVIDIA Spectrum-6は、数十万のGPUとCPUを統合し、フロンティアモデルを訓練するためのギガスケールAIファクトリーを実現します。ネットワーキングが計算能力を向上させる重要な要素となっています。,https://blogs.nvidia.com/blog/nvidia-spectrum-six-arrives-in-gigascale-ai-factories/,6f3401cebeb5dc5a8f12a872,2026-07-22T00:00:20+09:00,Excluded,,tech-innovation-v5,技術の具体的な研究成果や政策に関する情報が不足しているため,none,,,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T18:56:03+09:00,2026-07-21T14:48:28Z,EU & Europe,Global,Fusion Energy,Innovation Policy,True,R&D Funding & Tax Incentives,3,Industry Association,Fusion Industry Association,FIA Outlines EU Financing Pathway for Fusion,FIA、核融合のためのEU資金調達の道筋を示す,"On 21 July, the Fusion Industry Association published a paper outlining a practical EU financing roadmap for commercial fusion energy. As fusion projects move from research to demonstration, first-of-a-kind plants and commercial deployment, they require different funding and financing tools at each stage of development. Europe's financing framework must evolve from a collection of individual programmes into a coherent funding architecture that supports the entire fusion commercialisation journey. The post FIA Outlines EU Financing Pathway for Fusion appeared first on Fusion Industry Association .",Fusion Industry Associationが商業核融合エネルギーのためのEU資金調達のロードマップを発表。,https://www.fusionindustryassociation.org/fia-outlines-eu-financing-pathway-for-fusion/?utm_source=rss&utm_medium=rss&utm_campaign=fia-outlines-eu-financing-pathway-for-fusion,88af233d904d670250fa5a31,2026-07-26T18:56:03+09:00,New,,tech-innovation-v5,EUの核融合エネルギー商業化に向けた資金調達のロードマップが発表され、具体的な政策が確認できるため。,technology_policy,EUの核融合エネルギー商業化に向けた資金調達,Fusion Industry AssociationがEUの核融合エネルギーに関する資金調達のロードマップを発表。,News & Official Release,,,,,0,,Daily
2026-07-26T21:02:36+09:00,2026-07-21T14:24:30Z,United States,Hong Kong,Artificial Intelligence,Technology Innovation,False,,0,Major Media,South China Morning Post Technology,Another ‘DeepSeek moment’? What China’s Kimi K3 means for the global AI industry,,"The launch of Moonshot AI’s Kimi K3 has revived an intense debate that has raged in Silicon Valley ever since DeepSeek’s shock breakthrough last year: whether China can overcome its limited access to advanced chips to match the performance of the United States’ frontier artificial intelligence models. Trillions of US dollars might rest on the answer, as some see Chinese developers’ success in increasing performance through architectural innovation as weakening the rationale for America’s vast...",,https://www.scmp.com/tech/big-tech/article/3361387/another-deepseek-moment-what-chinas-kimi-k3-means-global-ai-industry?utm_source=rss_feed,ae0bc883da472b68cff1cec1,2026-07-21T23:24:30+09:00,Excluded,,tech-innovation-v5,技術の具体的な研究成果や政策に関する情報が不足しているため,none,,,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:02:36+09:00,2026-07-21T14:00:14Z,United States,Hong Kong,Artificial Intelligence,Technology Innovation,False,,0,Major Media,South China Morning Post Technology,China’s Kimi K3 fuels fears safety curbs are holding back US AI,,"Chinese unicorn Moonshot AI’s new Kimi K3 model rivals top US systems in spotting cybersecurity flaws, according to early research, stoking fears in Washington that strict safety guard rails are putting American artificial intelligence firms at a competitive disadvantage. The 2.8 trillion-parameter open-weight model, released last week, offers cybersecurity performance “extremely close” to OpenAI’s flagship GPT-5.6 Sol at a fraction of the cost, Belgian firm Aikido Security said in a report on...",,https://www.scmp.com/tech/tech-trends/article/3361358/chinas-kimi-k3-fuels-fears-safety-curbs-are-holding-back-us-ai?utm_source=rss_feed,46ac030b655f66319e6208b4,2026-07-21T23:00:14+09:00,Excluded,,tech-innovation-v5,技術の具体的な研究成果や政策に関する情報が不足しているため,none,,,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:02:36+09:00,2026-07-21T13:30:36Z,United States,United States,Artificial Intelligence,Technology Innovation | Innovation Policy,True,National Programs & Strategy,3,Policy Institute,CSET,Why Do AI Systems Misbehave?,AIシステムはなぜ誤動作するのか？,"AI systems are increasingly impressive, which makes their failures all the more baffling. This blog dives into the causes of AI misbehavior. The post Why Do AI Systems Misbehave? appeared first on Center for Security and Emerging Technology .",AIシステムの進化に伴い、その失敗の原因がますます謎となっています。このブログでは、AIの誤動作の原因について掘り下げています。,https://cset.georgetown.edu/article/why-do-ai-systems-misbehave/,3e1aa390ad965782cc86c386,2026-07-21T22:30:36+09:00,Excluded,,tech-innovation-v5,具体的な技術や政策内容が確認できないため,none,,,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:02:36+09:00,2026-07-21T13:00:47Z,United States,United States,Artificial Intelligence | Semiconductors & Telecom | Healthcare,Technology Innovation,False,,0,Official Company,NVIDIA Blog,"NVIDIA and Partners Build in America, for America",,"NVIDIA and its partners are investing in American manufacturing, supply chains, energy grids and skilled workforces so the U.S. can produce the infrastructure needed for better healthcare, breakthrough scientific discovery, stronger industrial productivity and global technology leadership.",,https://blogs.nvidia.com/blog/nvidia-and-partners-build-in-america-for-america/,c815807553a0a9fc82116a87,2026-07-21T22:00:47+09:00,Excluded,,tech-innovation-v5,技術の具体的な研究成果や政策に関する情報が不足しているため,none,,,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:02:36+09:00,2026-07-21T13:00:14Z,Global,United States,Semiconductors & Telecom,Technology Innovation,False,,0,Official Company,Intel Newsroom,Intel and Fortinet Collaborate to Advance Cybersecurity Innovation and Strengthen Global Supply Chain Resilience,,"SANTA CLARA AND SUNNYVALE, Calif. – July 21, 2026 – Intel Corporation (NASDAQ: INTC) and Fortinet (NASDAQ: FTNT), today announced a strategic collaboration to develop Fortinet Security Processor 6 (SP6). Expanding a long-standing relationship between the two companies, this collaboration combines Fortinet’s proprietary, purpose-built security processor expertise with Intel’s advanced design, packaging, and manufacturing capabilities … The post Intel and Fortinet Collaborate to Advance Cybersecurity Innovation and Strengthen Global Supply Chain Resilience appeared first on Newsroom .",,https://newsroom.intel.com/manufacturing/intel-and-fortinet-collaborate-to-advance-cybersecurity-innovation-and-strengthen-global-supply-chain-resilience,28388342f57d2cae1a96b7b7,2026-07-21T22:00:14+09:00,Excluded,,tech-innovation-v5,技術の具体的な研究成果や政策に関する情報が不足しているため,none,,,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:02:36+09:00,2026-07-21T12:42:10Z,United States,Hong Kong,Artificial Intelligence,Technology Innovation,False,,0,Major Media,South China Morning Post Technology,Zhipu shares surge 37% as firm builds giant data centre powered by Chinese chips,,"Shares of Chinese AI giant Z.ai soared 37 per cent in Hong Kong on Tuesday to close at HK$1,219 (US$155), after the company recently completed a giant data centre powered entirely by Chinese chips. Also known as Zhipu, the firm’s share prices rebounded after a week-long drop of more than 40 per cent. According to people familiar with the matter, it had built a giant 1-gigawatt (GW) AI computing centre – a facility that will be used to train and deploy its GLM models. The company has positioned...",,https://www.scmp.com/tech/big-tech/article/3361374/zai-shares-surge-37-firm-builds-giant-data-centre-powered-chinese-chips?utm_source=rss_feed,a91e543bec1532593de1d9ef,2026-07-21T21:42:10+09:00,Excluded,,tech-innovation-v5,技術の具体的な研究成果や政策に関する情報が不足しているため,none,,,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:02:36+09:00,2026-07-21T12:10:00Z,Asia,United States,Artificial Intelligence,Technology Innovation,False,,1,Major Media,MIT Technology Review,"The Download: Chinese AI divides the White House, and a record copyright payout",,"This is today’s edition of The Download, our weekday newsletter that provides a daily dose of what’s going on in the world of technology. China’s AI models have Trump’s AI world at war with itself Last weekend, several current and former advisers to President Donald Trump on AI publicly lobbed insults at the country’s leading…",,https://www.technologyreview.com/2026/07/21/1140685/the-download-chinese-ai-divides-white-house-anthropic-copyright-settlement/,f9addf0904b9de5b7bcc326b,2026-07-21T21:10:00+09:00,Excluded,,tech-innovation-v5,技術の具体的な研究成果や政策に関する情報が不足しているため,none,,,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:45:54+09:00,2026-07-21T11:00:44Z,United States,United Kingdom,Artificial Intelligence,Technology Innovation,False,,0,Major Media,The Guardian Technology,How AI may drive union-resistant tech workers to the bargaining table,,"Tech workers are increasingly unionizing, trading Silicon Valley’s myth of exceptionalism for collective bargaining to contest the corporate deployment of artificial intelligence For decades, the technology industry was a fortress that labor unions couldn’t breach. Tech workers already had cushy compensation packages, dream benefits like unlimited vacation and free lunch, and a flat corporate hierarchy that made engineers feel as powerful as their bosses, all of whom dressed down in sneakers and hoodies. So why unionize? Now, that fortress is cracking from the inside. Unions have become increasingly popular for tech employees. After months of mass layoffs tied to artificial intelligence and…",,https://www.theguardian.com/technology/2026/jul/21/ai-tech-workers-unionize,9f903f6294d343fa0c8c975d,2026-07-21T20:00:44+09:00,Excluded,,tech-innovation-v5,技術や政策に関する具体的な内容が確認できないため,none,,,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:02:36+09:00,2026-07-21T10:37:34Z,Global,United States,Artificial Intelligence | Semiconductors & Telecom,Technology Innovation,False,,0,Major Media,MIT Technology Review,Advancing next-gen AI with materials science innovation,,"The conversation about AI often centers on algorithms, computing power, or huge investments in new semiconductor fabrication plants and hyperscale data centers. But beneath each of these advances is another layer of innovation that makes them possible: advanced materials. Every new generation of AI technology demands more processing power, more memory, greater energy efficiency, and…",,https://www.technologyreview.com/2026/07/21/1140602/advancing-next-gen-ai-with-materials-science-innovation/,6b7e59d6f503e3d45c9ea292,2026-07-21T19:37:34+09:00,Excluded,,tech-innovation-v5,技術革新の具体的な成果や政策が示されていないため,none,,,News & Official Release,,,,,0,feed,Historical Backfill
2026-07-26T21:02:36+09:00,2026-07-21T09:15:55Z,United States,United Kingdom,Artificial Intelligence,Technology Innovation,False,,0,Major Media,BBC Technology,AI minister role boosted but tech department axed in Burnham shake-up,,Kanishka Narayan will attend cabinet - but no longer have the leadership of a technology secretary.,,https://www.bbc.co.uk/news/articles/cz97x8k4zqzo?at_medium=RSS&at_campaign=rss,494026f848bdbd8c27e9b354,2026-07-21T18:15:55+09:00,Excluded,,tech-innovation-v5,政策に関する具体的な内容が確認できないため,none,,,News & Official Release,,,,,0,feed,Historical Backfill
